koid	org	name	op	definition	source
KO13520	196627	TU02054	CGTRNA_RS08090,CGTRNA_RS08095,CGTRNA_RS08100		24341750
KO13521	196627	TU02055	CGTRNA_RS08105,CGTRNA_RS08110,CGTRNA_RS08115		24341750
KO13522	196627	TU02056	CGTRNA_RS08175,CGTRNA_RS08180,CGTRNA_RS08185		24341750
KO13523	196627	TU02057	CGTRNA_RS09275,CGTRNA_RS09280,CGTRNA_RS09285		24341750
KO13524	196627	TU02058	CGTRNA_RS09305,CGTRNA_RS09310,CGTRNA_RS09315		24341750
KO13525	196627	TU02059	CGTRNA_RS09565,CGTRNA_RS09570,CGTRNA_RS09575		24341750
KO13526	196627	TU02060	CGTRNA_RS09720,CGTRNA_RS09725,CGTRNA_RS09730		24341750
KO13527	196627	TU02061	CGTRNA_RS10060,CGTRNA_RS10065,CGTRNA_RS10070		24341750
KO13528	196627	TU02062	CGTRNA_RS10255,CGTRNA_RS10260,CGTRNA_RS10265		24341750
KO13530	196627	TU02064	CGTRNA_RS10435,CGTRNA_RS10440,CGTRNA_RS10445		24341750
KO13531	196627	TU02065	CGTRNA_RS10535,CGTRNA_RS10540,CGTRNA_RS10545		24341750
KO13532	196627	TU02066	CGTRNA_RS10685,CGTRNA_RS10690,CGTRNA_RS10695		24341750
KO13534	196627	TU02068	CGTRNA_RS13070,CGTRNA_RS13075,CGTRNA_RS13080		24341750
KO13535	196627	TU02069	CGTRNA_RS13430,CGTRNA_RS13435,CGTRNA_RS13440		24341750
KO13536	196627	TU02070	CGTRNA_RS13520,CGTRNA_RS13525,CGTRNA_RS13530		24341750
KO13539	196627	TU02073	CGTRNA_RS14230,CGTRNA_RS14235,CGTRNA_RS14240		24341750
KO13540	196627	TU02074	CGTRNA_RS14405,CGTRNA_RS14410,CGTRNA_RS14415		24341750
KO13542	196627	TU02076	CGTRNA_RS14790,CGTRNA_RS14795,CGTRNA_RS14800		24341750
KO13543	196627	TU02077	CGTRNA_RS15330,CGTRNA_RS15335,CGTRNA_RS15340		24341750
KO13544	196627	TU02078	CGTRNA_RS00780,CGTRNA_RS00785,CGTRNA_RS00790,CGTRNA_RS00795		24341750
KO13545	196627	TU02079	CGTRNA_RS01015,CGTRNA_RS01020,CGTRNA_RS01025,CGTRNA_RS01030		24341750
KO13546	196627	TU02080	CGTRNA_RS01735,CGTRNA_RS01740,CGTRNA_RS01745,CGTRNA_RS01750		24341750
KO13547	196627	TU02081	CGTRNA_RS01835,CGTRNA_RS01840,CGTRNA_RS01845,CGTRNA_RS01850		24341750
KO13549	196627	TU02083	CGTRNA_RS03570,CGTRNA_RS03575,CGTRNA_RS03580,CGTRNA_RS03585		24341750
KO13550	196627	TU02084	CGTRNA_RS03655,CGTRNA_RS03660,CGTRNA_RS03665,CGTRNA_RS03670		24341750
KO13551	196627	TU02085	CGTRNA_RS03770,CGTRNA_RS03775,CGTRNA_RS03780,CGTRNA_RS03785		24341750
KO13552	196627	TU02086	CGTRNA_RS04360,CGTRNA_RS04365,CGTRNA_RS04370,CGTRNA_RS04375		24341750
KO13556	196627	TU02090	CGTRNA_RS05645,CGTRNA_RS05650,CGTRNA_RS05655,CGTRNA_RS05660		24341750
KO13557	196627	TU02091	CGTRNA_RS06055,CGTRNA_RS06060,CGTRNA_RS06065,CGTRNA_RS06070		24341750
KO13558	196627	TU02092	CGTRNA_RS06395,CGTRNA_RS06400,CGTRNA_RS06405,CGTRNA_RS06410		24341750
KO13559	196627	TU02093	CGTRNA_RS07090,CGTRNA_RS07095,CGTRNA_RS07100,CGTRNA_RS07105		24341750
KO13560	196627	TU02094	CGTRNA_RS07150,CGTRNA_RS07155,CGTRNA_RS07160,CGTRNA_RS07165		24341750
KO13561	196627	TU02095	CGTRNA_RS07230,CGTRNA_RS07235,CGTRNA_RS07240,CGTRNA_RS07245		24341750
KO13562	196627	TU02096	CGTRNA_RS07255,CGTRNA_RS07260,CGTRNA_RS07265,CGTRNA_RS07270		24341750
KO13563	196627	TU02097	CGTRNA_RS07535,CGTRNA_RS07540,CGTRNA_RS07545,CGTRNA_RS07550		24341750
KO13564	196627	TU02098	CGTRNA_RS07890,CGTRNA_RS07895,CGTRNA_RS07900,CGTRNA_RS07905		24341750
KO13565	196627	TU02099	CGTRNA_RS08300,CGTRNA_RS08305,CGTRNA_RS08310,CGTRNA_RS08315		24341750
KO13567	196627	TU02101	CGTRNA_RS09075,CGTRNA_RS09080,CGTRNA_RS09085,CGTRNA_RS09090		24341750
KO13568	196627	TU02102	CGTRNA_RS09635,CGTRNA_RS09640,CGTRNA_RS09645,CGTRNA_RS09650		24341750
KO13569	196627	TU02103	CGTRNA_RS10095,CGTRNA_RS10100,CGTRNA_RS10105,CGTRNA_RS10110		24341750
KO13570	196627	TU02104	CGTRNA_RS10535,CGTRNA_RS10540,CGTRNA_RS10545,CGTRNA_RS10550		24341750
KO13571	196627	TU02105	CGTRNA_RS11525,CGTRNA_RS11530,CGTRNA_RS11535,CGTRNA_RS11540		24341750
KO13572	196627	TU02106	CGTRNA_RS12810,CGTRNA_RS12815,CGTRNA_RS12820,CGTRNA_RS12825		24341750
KO13573	196627	TU02107	CGTRNA_RS12905,CGTRNA_RS12910,CGTRNA_RS12915,CGTRNA_RS12920		24341750
KO13574	196627	TU02108	CGTRNA_RS12995,CGTRNA_RS13000,CGTRNA_RS13005,CGTRNA_RS13010		24341750
KO13575	196627	TU02109	CGTRNA_RS13070,CGTRNA_RS13075,CGTRNA_RS13080,CGTRNA_RS13085		24341750
KO13576	196627	TU02110	CGTRNA_RS13290,CGTRNA_RS13295,CGTRNA_RS13300,CGTRNA_RS13305		24341750
KO13577	196627	TU02111	CGTRNA_RS13695,CGTRNA_RS13700,CGTRNA_RS13705,CGTRNA_RS13710		24341750
KO13581	196627	TU02115	CGTRNA_RS02375,CGTRNA_RS02380,CGTRNA_RS02385,CGTRNA_RS02390,CGTRNA_RS02395		24341750
KO13582	196627	TU02116	CGTRNA_RS03565,CGTRNA_RS03570,CGTRNA_RS03575,CGTRNA_RS03580,CGTRNA_RS03585		24341750
KO13583	196627	TU02117	CGTRNA_RS03870,CGTRNA_RS03875,CGTRNA_RS03880,CGTRNA_RS03885,CGTRNA_RS03890		24341750
KO13585	196627	TU02119	CGTRNA_RS04450,CGTRNA_RS04455,CGTRNA_RS04460,CGTRNA_RS04465,CGTRNA_RS04470		24341750
KO13588	196627	TU02122	CGTRNA_RS05505,CGTRNA_RS05510,CGTRNA_RS05515,CGTRNA_RS05520,CGTRNA_RS05525		24341750
KO13589	196627	TU02123	CGTRNA_RS05560,CGTRNA_RS05565,CGTRNA_RS05570,CGTRNA_RS05575,CGTRNA_RS05580		24341750
KO13590	196627	TU02124	CGTRNA_RS06620,CGTRNA_RS06625,CGTRNA_RS06630,CGTRNA_RS06635,CGTRNA_RS06640		24341750
KO13591	196627	TU02125	CGTRNA_RS07465,CGTRNA_RS07470,CGTRNA_RS07475,CGTRNA_RS07480,CGTRNA_RS07485		24341750
KO13592	196627	TU02126	CGTRNA_RS07960,CGTRNA_RS07965,CGTRNA_RS07970,CGTRNA_RS07975,CGTRNA_RS07980		24341750
KO13593	196627	TU02127	CGTRNA_RS08300,CGTRNA_RS08305,CGTRNA_RS08310,CGTRNA_RS08315,CGTRNA_RS08320		24341750
KO13595	196627	TU02129	CGTRNA_RS10060,CGTRNA_RS10065,CGTRNA_RS10070,CGTRNA_RS10075,CGTRNA_RS10080		24341750
KO13596	196627	TU02130	CGTRNA_RS10125,CGTRNA_RS10130,CGTRNA_RS10135,CGTRNA_RS10140,CGTRNA_RS10145		24341750
KO13597	196627	TU02131	CGTRNA_RS10685,CGTRNA_RS10690,CGTRNA_RS10695,CGTRNA_RS10700,CGTRNA_RS10705		24341750
KO13599	196627	TU02133	CGTRNA_RS13070,CGTRNA_RS13075,CGTRNA_RS13080,CGTRNA_RS13085,CGTRNA_RS13090		24341750
KO13600	196627	TU02134	CGTRNA_RS13695,CGTRNA_RS13700,CGTRNA_RS13705,CGTRNA_RS13710,CGTRNA_RS13715		24341750
KO13601	196627	TU02135	CGTRNA_RS14170,CGTRNA_RS14175,CGTRNA_RS14180,CGTRNA_RS14185,CGTRNA_RS14190		24341750
KO13603	196627	TU02137	CGTRNA_RS02235,CGTRNA_RS02240,CGTRNA_RS02245,CGTRNA_RS02250,CGTRNA_RS02255,CGTRNA_RS02260		24341750
KO13604	196627	TU02138	CGTRNA_RS02370,CGTRNA_RS02375,CGTRNA_RS02380,CGTRNA_RS02385,CGTRNA_RS02390,CGTRNA_RS02395		24341750
KO13605	196627	TU02139	CGTRNA_RS02825,CGTRNA_RS02830,CGTRNA_RS02835,CGTRNA_RS02840,CGTRNA_RS02845,CGTRNA_RS02850		24341750
KO13606	196627	TU02140	CGTRNA_RS02975,CGTRNA_RS02980,CGTRNA_RS02985,CGTRNA_RS02990,CGTRNA_RS02995,CGTRNA_RS03000		24341750
KO13607	196627	TU02141	CGTRNA_RS03560,CGTRNA_RS03565,CGTRNA_RS03570,CGTRNA_RS03575,CGTRNA_RS03580,CGTRNA_RS03585		24341750
KO13608	196627	TU02142	CGTRNA_RS03760,CGTRNA_RS03765,CGTRNA_RS03770,CGTRNA_RS03775,CGTRNA_RS03780,CGTRNA_RS03785		24341750
KO13610	196627	TU02144	CGTRNA_RS08040,CGTRNA_RS08045,CGTRNA_RS08050,CGTRNA_RS08055,CGTRNA_RS08060,CGTRNA_RS08065		24341750
KO13611	196627	TU02145	CGTRNA_RS10685,CGTRNA_RS10690,CGTRNA_RS10695,CGTRNA_RS10700,CGTRNA_RS10705,CGTRNA_RS10710		24341750
KO13613	196627	TU02147	CGTRNA_RS13070,CGTRNA_RS13075,CGTRNA_RS13080,CGTRNA_RS13085,CGTRNA_RS13090,CGTRNA_RS13095		24341750
KO13614	196627	TU02148	CGTRNA_RS13695,CGTRNA_RS13700,CGTRNA_RS13705,CGTRNA_RS13710,CGTRNA_RS13715,CGTRNA_RS13720		24341750
KO13616	196627	TU02150	CGTRNA_RS02230,CGTRNA_RS02235,CGTRNA_RS02240,CGTRNA_RS02245,CGTRNA_RS02250,CGTRNA_RS02255,CGTRNA_RS02260		24341750
KO13617	196627	TU02151	CGTRNA_RS02820,CGTRNA_RS02825,CGTRNA_RS02830,CGTRNA_RS02835,CGTRNA_RS02840,CGTRNA_RS02845,CGTRNA_RS02850		24341750
KO13618	196627	TU02152	CGTRNA_RS02970,CGTRNA_RS02975,CGTRNA_RS02980,CGTRNA_RS02985,CGTRNA_RS02990,CGTRNA_RS02995,CGTRNA_RS03000		24341750
KO13619	196627	TU02153	CGTRNA_RS03555,CGTRNA_RS03560,CGTRNA_RS03565,CGTRNA_RS03570,CGTRNA_RS03575,CGTRNA_RS03580,CGTRNA_RS03585		24341750
KO13620	196627	TU02154	CGTRNA_RS04440,CGTRNA_RS04445,CGTRNA_RS04450,CGTRNA_RS04455,CGTRNA_RS04460,CGTRNA_RS04465,CGTRNA_RS04470		24341750
KO13621	196627	TU02155	CGTRNA_RS07075,CGTRNA_RS07080,CGTRNA_RS07085,CGTRNA_RS07090,CGTRNA_RS07095,CGTRNA_RS07100,CGTRNA_RS07105		24341750
KO13622	196627	TU02156	CGTRNA_RS07465,CGTRNA_RS07470,CGTRNA_RS07475,CGTRNA_RS07480,CGTRNA_RS07485,CGTRNA_RS07490,CGTRNA_RS07495		24341750
KO13623	196627	TU02157	CGTRNA_RS07960,CGTRNA_RS07965,CGTRNA_RS07970,CGTRNA_RS07975,CGTRNA_RS07980,CGTRNA_RS07985,CGTRNA_RS07990		24341750
KO13625	196627	TU02159	CGTRNA_RS10535,CGTRNA_RS10540,CGTRNA_RS10545,CGTRNA_RS10550,CGTRNA_RS10555,CGTRNA_RS10560,CGTRNA_RS10565		24341750
KO13626	196627	TU02160	CGTRNA_RS11210,CGTRNA_RS11215,CGTRNA_RS11220,CGTRNA_RS11225,CGTRNA_RS11230,CGTRNA_RS11235,CGTRNA_RS11240		24341750
KO13628	196627	TU02162	CGTRNA_RS13290,CGTRNA_RS13295,CGTRNA_RS13300,CGTRNA_RS13305,CGTRNA_RS13310,CGTRNA_RS13315,CGTRNA_RS13320		24341750
KO13631	196627	TU02165	CGTRNA_RS02225,CGTRNA_RS02230,CGTRNA_RS02235,CGTRNA_RS02240,CGTRNA_RS02245,CGTRNA_RS02250,CGTRNA_RS02255,CGTRNA_RS02260		24341750
KO13632	196627	TU02166	CGTRNA_RS02965,CGTRNA_RS02970,CGTRNA_RS02975,CGTRNA_RS02980,CGTRNA_RS02985,CGTRNA_RS02990,CGTRNA_RS02995,CGTRNA_RS03000		24341750
KO13633	196627	TU02167	CGTRNA_RS03750,CGTRNA_RS03755,CGTRNA_RS03760,CGTRNA_RS03765,CGTRNA_RS03770,CGTRNA_RS03775,CGTRNA_RS03780,CGTRNA_RS03785		24341750
KO13634	196627	TU02168	CGTRNA_RS10535,CGTRNA_RS10540,CGTRNA_RS10545,CGTRNA_RS10550,CGTRNA_RS10555,CGTRNA_RS10560,CGTRNA_RS10565,CGTRNA_RS10570		24341750
KO13635	196627	TU02169	CGTRNA_RS11210,CGTRNA_RS11215,CGTRNA_RS11220,CGTRNA_RS11225,CGTRNA_RS11230,CGTRNA_RS11235,CGTRNA_RS11240,CGTRNA_RS11245		24341750
KO13637	196627	TU02171	CGTRNA_RS13430,CGTRNA_RS13435,CGTRNA_RS13440,CGTRNA_RS13445,CGTRNA_RS13450,CGTRNA_RS13455,CGTRNA_RS13460,CGTRNA_RS13465		24341750
KO13639	196627	TU02173	CGTRNA_RS02220,CGTRNA_RS02225,CGTRNA_RS02230,CGTRNA_RS02235,CGTRNA_RS02240,CGTRNA_RS02245,CGTRNA_RS02250,CGTRNA_RS02255,CGTRNA_RS02260		24341750
KO13640	196627	TU02174	CGTRNA_RS07465,CGTRNA_RS07470,CGTRNA_RS07475,CGTRNA_RS07480,CGTRNA_RS07485,CGTRNA_RS07490,CGTRNA_RS07495,CGTRNA_RS07500,CGTRNA_RS07505		24341750
KO13642	196627	TU02176	CGTRNA_RS02215,CGTRNA_RS02220,CGTRNA_RS02225,CGTRNA_RS02230,CGTRNA_RS02235,CGTRNA_RS02240,CGTRNA_RS02245,CGTRNA_RS02250,CGTRNA_RS02255,CGTRNA_RS02260		24341750
KO13643	196627	TU02177	CGTRNA_RS02580,CGTRNA_RS02585,CGTRNA_RS02590,CGTRNA_RS02595,CGTRNA_RS02600,CGTRNA_RS02605,CGTRNA_RS02610,CGTRNA_RS02615,CGTRNA_RS02620,CGTRNA_RS02625		24341750
KO13644	196627	TU02178	CGTRNA_RS07960,CGTRNA_RS07965,CGTRNA_RS07970,CGTRNA_RS07975,CGTRNA_RS07980,CGTRNA_RS07985,CGTRNA_RS07990,CGTRNA_RS07995,CGTRNA_RS08000,CGTRNA_RS08005		24341750
KO13645	196627	TU02179	CGTRNA_RS10535,CGTRNA_RS10540,CGTRNA_RS10545,CGTRNA_RS10550,CGTRNA_RS10555,CGTRNA_RS10560,CGTRNA_RS10565,CGTRNA_RS10570,CGTRNA_RS10575,CGTRNA_RS10580		24341750
KO13647	196627	TU02181	CGTRNA_RS13290,CGTRNA_RS13295,CGTRNA_RS13300,CGTRNA_RS13305,CGTRNA_RS13310,CGTRNA_RS13315,CGTRNA_RS13320,CGTRNA_RS13325,CGTRNA_RS13330,CGTRNA_RS13335		24341750
KO13648	196627	TU02182	CGTRNA_RS13290,CGTRNA_RS13295,CGTRNA_RS13300,CGTRNA_RS13305,CGTRNA_RS13310,CGTRNA_RS13315,CGTRNA_RS13320,CGTRNA_RS13325,CGTRNA_RS13330,CGTRNA_RS13335,CGTRNA_RS13340		24341750
KO13649	196627	TU02183	CGTRNA_RS02205,CGTRNA_RS02210,CGTRNA_RS02215,CGTRNA_RS02220,CGTRNA_RS02225,CGTRNA_RS02230,CGTRNA_RS02235,CGTRNA_RS02240,CGTRNA_RS02245,CGTRNA_RS02250,CGTRNA_RS02255,CGTRNA_RS02260		24341750
KO13650	196627	TU02184	CGTRNA_RS10535,CGTRNA_RS10540,CGTRNA_RS10545,CGTRNA_RS10550,CGTRNA_RS10555,CGTRNA_RS10560,CGTRNA_RS10565,CGTRNA_RS10570,CGTRNA_RS10575,CGTRNA_RS10580,CGTRNA_RS10585,CGTRNA_RS10590		24341750
KO13651	196627	TU02185	CGTRNA_RS02200,CGTRNA_RS02205,CGTRNA_RS02210,CGTRNA_RS02215,CGTRNA_RS02220,CGTRNA_RS02225,CGTRNA_RS02230,CGTRNA_RS02235,CGTRNA_RS02240,CGTRNA_RS02245,CGTRNA_RS02250,CGTRNA_RS02255,CGTRNA_RS02260		24341750
KO13652	196627	TU02186	CGTRNA_RS07960,CGTRNA_RS07965,CGTRNA_RS07970,CGTRNA_RS07975,CGTRNA_RS07980,CGTRNA_RS07985,CGTRNA_RS07990,CGTRNA_RS07995,CGTRNA_RS08000,CGTRNA_RS08005,CGTRNA_RS08010,CGTRNA_RS08015,CGTRNA_RS08020		24341750
KO13653	196627	TU02187	CGTRNA_RS07960,CGTRNA_RS07965,CGTRNA_RS07970,CGTRNA_RS07975,CGTRNA_RS07980,CGTRNA_RS07985,CGTRNA_RS07990,CGTRNA_RS07995,CGTRNA_RS08000,CGTRNA_RS08005,CGTRNA_RS08010,CGTRNA_RS08015,CGTRNA_RS08020,CGTRNA_RS08025,CGTRNA_RS08030		24341750
KO13654	297246	TU00001	LPP_RS00005,LPP_RS00010,LPP_RS00015		22546937
KO13655	297246	TU00002	LPP_RS00035,LPP_RS00030,LPP_RS00025		22546937
KO13656	297246	TU00003	LPP_RS00045,LPP_RS00050		22546937
KO13657	297246	TU00004	LPP_RS00060,LPP_RS00055		22546937
KO13658	297246	TU00005	LPP_RS00070,LPP_RS00075,LPP_RS00080,LPP_RS00085		22546937
KO13659	297246	TU00006	LPP_RS00105,LPP_RS00110		22546937
KO13660	297246	TU00007	LPP_RS00140,LPP_RS00135		22546937
KO13661	297246	TU00008	LPP_RS00160,LPP_RS00155		22546937
KO13662	297246	TU00009	LPP_RS00240,LPP_RS00245,LPP_RS00250		22546937
KO13663	297246	TU00010	LPP_RS00285,LPP_RS00280		22546937
KO13664	297246	TU00011	LPP_RS00295,LPP_RS00300		22546937
KO13669	297246	TU00016	LPP_RS00365,LPP_RS00370		22546937
KO13670	297246	TU00017	LPP_RS00385,LPP_RS00390,LPP_RS00395		22546937
KO13673	297246	TU00020	LPP_RS00455,LPP_RS00460		22546937
KO13674	297246	TU00021	LPP_RS00465,LPP_RS00470		22546937
KO13675	297246	TU00022	LPP_RS00500,LPP_RS00495,LPP_RS00490		22546937
KO13676	297246	TU00023	LPP_RS00535,LPP_RS00540,LPP_RS00545,LPP_RS00550		22546937
KO13677	297246	TU00024	LPP_RS00575,LPP_RS00570		22546937
KO13678	297246	TU00025	LPP_RS00595,LPP_RS00590		22546937
KO13679	297246	TU00026	LPP_RS00610,LPP_RS00605		22546937
KO13680	297246	TU00027	LPP_RS00620,LPP_RS00625		22546937
KO13681	297246	TU00028	LPP_RS00635,LPP_RS00630		22546937
KO13682	297246	TU00029	LPP_RS00660,LPP_RS00655,LPP_RS00650,LPP_RS00645		22546937
KO13683	297246	TU00030	LPP_RS00680,LPP_RS00685		22546937
KO13685	297246	TU00032	LPP_RS00735,LPP_RS00730		22546937
KO13686	297246	TU00033	LPP_RS00740,LPP_RS00745		22546937
KO13687	297246	TU00034	LPP_RS00770,LPP_RS00765,LPP_RS00760,LPP_RS00755		22546937
KO13688	297246	TU00035	LPP_RS00790,LPP_RS00795,LPP_RS00800,LPP_RS00805		22546937
KO13689	297246	TU00036	LPP_RS00900,LPP_RS00905,LPP_RS00910,LPP_RS00915		22546937
KO13692	297246	TU00039	LPP_RS00950,LPP_RS00955		22546937
KO13693	297246	TU00040	LPP_RS00960,LPP_RS00965		22546937
KO13697	297246	TU00044	LPP_RS01070,LPP_RS01065		22546937
KO13698	297246	TU00045	LPP_RS01080,LPP_RS01075		22546937
KO13699	297246	TU00046	LPP_RS01130,LPP_RS01125,LPP_RS01120,LPP_RS01115		22546937
KO13700	297246	TU00047	LPP_RS01150,LPP_RS01155,LPP_RS01160,LPP_RS01165,LPP_RS01170		22546937
KO13701	297246	TU00048	LPP_RS01210,LPP_RS01215		22546937
KO13702	297246	TU00049	LPP_RS01265,LPP_RS01270		22546937
KO13703	297246	TU00050	LPP_RS01285,LPP_RS01280,LPP_RS01275		22546937
KO13705	297246	TU00052	LPP_RS01305,LPP_RS01310		22546937
KO13707	297246	TU00054	LPP_RS01335,LPP_RS01330		22546937
KO13708	297246	TU00055	LPP_RS01355,LPP_RS01350		22546937
KO13709	297246	TU00056	LPP_RS01380,LPP_RS01385,LPP_RS01390,LPP_RS01395		22546937
KO13712	297246	TU00059	LPP_RS01495,LPP_RS01500,LPP_RS01505,LPP_RS01510		22546937
KO13713	297246	TU00060	LPP_RS01515,LPP_RS01520		22546937
KO13714	297246	TU00061	LPP_RS01535,LPP_RS01530		22546937
KO13715	297246	TU00062	LPP_RS01570,LPP_RS01575		22546937
KO13716	297246	TU00063	LPP_RS01580,LPP_RS01585,LPP_RS01590,LPP_RS01595		22546937
KO13719	297246	TU00066	LPP_RS01680,LPP_RS01685,LPP_RS01690		22546937
KO13720	297246	TU00067	LPP_RS01710,LPP_RS01715		22546937
KO13722	297246	TU00069	LPP_RS01750,LPP_RS01745		22546937
KO13723	297246	TU00070	LPP_RS01810,LPP_RS01805,LPP_RS01800		22546937
KO13724	297246	TU00071	LPP_RS01830,LPP_RS01825		22546937
KO13725	297246	TU00072	LPP_RS01835,LPP_RS01840		22546937
KO13726	297246	TU00073	LPP_RS01845,LPP_RS01850		22546937
KO13727	297246	TU00074	LPP_RS01915,LPP_RS01920,LPP_RS01925,LPP_RS01930,LPP_RS01935,LPP_RS01940		22546937
KO13729	297246	TU00076	LPP_RS02115,LPP_RS02120,LPP_RS02125,LPP_RS02130,LPP_RS02135,LPP_RS02140		22546937
KO13731	297246	TU00078	LPP_RS02165,LPP_RS02170,LPP_RS02175		22546937
KO13733	297246	TU00080	LPP_RS02225,LPP_RS02220,LPP_RS02215,LPP_RS02210,LPP_RS02205		22546937
KO13734	297246	TU00081	LPP_RS02235,LPP_RS02230		22546937
KO13735	297246	TU00082	LPP_RS02250,LPP_RS02255		22546937
KO13736	297246	TU00083	LPP_RS02265,LPP_RS02260		22546937
KO13738	297246	TU00085	LPP_RS02285,LPP_RS02280		22546937
KO13739	297246	TU00086	LPP_RS02315,LPP_RS02310,LPP_RS02305,LPP_RS02300,LPP_RS02295		22546937
KO13740	297246	TU00087	LPP_RS02335,LPP_RS02340		22546937
KO13741	297246	TU00088	LPP_RS02365,LPP_RS02370,LPP_RS02375,LPP_RS02380,LPP_RS02385		22546937
KO13742	297246	TU00089	LPP_RS02400,LPP_RS02405,LPP_RS02410,LPP_RS02415,LPP_RS02420,LPP_RS02425		22546937
KO13743	297246	TU00090	LPP_RS02440,LPP_RS02435,LPP_RS02430		22546937
KO13744	297246	TU00091	LPP_RS02465,LPP_RS02475,LPP_RS02480,LPP_RS02485		22546937
KO13745	297246	TU00092	LPP_RS02520,LPP_RS02525		22546937
KO13746	297246	TU00093	LPP_RS02540,LPP_RS02545		22546937
KO13747	297246	TU00094	LPP_RS02550,LPP_RS02555,LPP_RS02560,LPP_RS02565,LPP_RS02570,LPP_RS02575		22546937
KO13748	297246	TU00095	LPP_RS02585,LPP_RS02590,LPP_RS02595		22546937
KO13749	297246	TU00096	LPP_RS02625,LPP_RS02620,LPP_RS02615,LPP_RS02610,LPP_RS02605		22546937
KO13750	297246	TU00097	LPP_RS02635,LPP_RS02630		22546937
KO13751	297246	TU00098	LPP_RS02695,LPP_RS02690		22546937
KO13752	297246	TU00099	LPP_RS02705,LPP_RS02700		22546937
KO13753	297246	TU00100	LPP_RS02710,LPP_RS02715,LPP_RS02720		22546937
KO13754	297246	TU00101	LPP_RS02725,LPP_RS02730,LPP_RS02735		22546937
KO13755	297246	TU00102	LPP_RS02805,LPP_RS02800,LPP_RS02795		22546937
KO13757	297246	TU00104	LPP_RS02815,LPP_RS02820		22546937
KO13761	297246	TU00108	LPP_RS02985		22546937
KO13762	297246	TU00109	LPP_RS03035,LPP_RS03040		22546937
KO13763	297246	TU00110	LPP_RS03080,LPP_RS03075,LPP_RS03070		22546937
KO13764	297246	TU00111	LPP_RS03095,LPP_RS03100		22546937
KO13765	297246	TU00112	LPP_RS03120,LPP_RS03125		22546937
KO13766	297246	TU00113	LPP_RS03165,LPP_RS03160		22546937
KO13768	297246	TU00115	LPP_RS03190,LPP_RS03185		22546937
KO13769	297246	TU00116	LPP_RS03200,LPP_RS03205		22546937
KO13770	297246	TU00117	LPP_RS03225,LPP_RS03220		22546937
KO13771	297246	TU00118	LPP_RS03240,LPP_RS03245		22546937
KO13773	297246	TU00120	LPP_RS03310		22546937
KO13775	297246	TU00122	LPP_RS03355,LPP_RS03360		22546937
KO13776	297246	TU00123	LPP_RS03450,LPP_RS03445,LPP_RS03440,LPP_RS03435,LPP_RS03430,LPP_RS03425		22546937
KO13777	297246	TU00124	LPP_RS03475,LPP_RS03480,LPP_RS03485		22546937
KO13778	297246	TU00125	LPP_RS03490,LPP_RS03495		22546937
KO13780	297246	TU00127	LPP_RS03530,LPP_RS03535		22546937
KO13781	297246	TU00128	LPP_RS03540,LPP_RS03545,LPP_RS03550,LPP_RS03555		22546937
KO13782	297246	TU00129	LPP_RS03565,LPP_RS03560		22546937
KO13783	297246	TU00130	LPP_RS03575,LPP_RS03570		22546937
KO13785	297246	TU00132	LPP_RS03620,LPP_RS03615		22546937
KO13786	297246	TU00133	LPP_RS03640,LPP_RS03635,LPP_RS03630		22546937
KO13787	297246	TU00134	LPP_RS03650,LPP_RS03655,LPP_RS03660,LPP_RS03665		22546937
KO13788	297246	TU00135	LPP_RS03675,LPP_RS03670		22546937
KO13789	297246	TU00136	LPP_RS03695,LPP_RS03700,LPP_RS03705,LPP_RS03710		22546937
KO13790	297246	TU00137	LPP_RS03720,LPP_RS03715		22546937
KO13791	297246	TU00138	LPP_RS03725,LPP_RS03730		22546937
KO13793	297246	TU00140	LPP_RS03785,LPP_RS03780		22546937
KO13794	297246	TU00141	LPP_RS03795,LPP_RS03800,LPP_RS03805,LPP_RS03810,LPP_RS03815,LPP_RS03820		22546937
KO13795	297246	TU00142	LPP_RS03830,LPP_RS03825		22546937
KO13796	297246	TU00143	LPP_RS03840,LPP_RS03845		22546937
KO13797	297246	TU00144	LPP_RS03850,LPP_RS03855		22546937
KO13801	297246	TU00148	LPP_RS03895,LPP_RS03890		22546937
KO13802	297246	TU00149	LPP_RS03915,LPP_RS03910		22546937
KO13803	297246	TU00150	LPP_RS03925,LPP_RS03920		22546937
KO13804	297246	TU00151	LPP_RS03940,LPP_RS03945,LPP_RS03950,LPP_RS03955,LPP_RS03960,LPP_RS03965,LPP_RS03970		22546937
KO13805	297246	TU00152	LPP_RS03980,LPP_RS03975		22546937
KO13806	297246	TU00153	LPP_RS04005,LPP_RS04010,LPP_RS04015		22546937
KO13807	297246	TU00154	LPP_RS04030,LPP_RS04035		22546937
KO13808	297246	TU00155	LPP_RS04060,LPP_RS04065,LPP_RS04070,LPP_RS04075,LPP_RS04080,LPP_RS04085,LPP_RS04090		22546937
KO13809	297246	TU00156	LPP_RS04095,LPP_RS04100,LPP_RS04105,LPP_RS04110,LPP_RS04115		22546937
KO13810	297246	TU00157	LPP_RS04125,LPP_RS04130		22546937
KO13812	297246	TU00159	LPP_RS04155,LPP_RS04150,LPP_RS04145,LPP_RS04140		22546937
KO13813	297246	TU00160	LPP_RS04175,LPP_RS04180,LPP_RS04185		22546937
KO13814	297246	TU00161	LPP_RS04205,LPP_RS04200		22546937
