Query_id,Subject_id,Identity,Align_length,Mismatch,Gap,Query_start,Query_end,Subject_start,Subject_end,E-value,Score
Sample1.1073,abaa:IX88_00420,99.8,447,1,0,1,447,1,447,7.30E-258,894.8
Sample1.1074,abm:ABSDF0359,99.4,324,2,0,1,324,1,324,1.60E-182,644
Sample1.1075,abr:ABTJ_00363,90.9,264,2,2,16,268,1,253,2.90E-121,440.3
Sample1.1076,abab:BJAB0715_03483,100,103,0,0,1,103,1,103,1.00E-50,204.5
Sample1.1077,abad:ABD1_30130,99.3,433,3,0,1,433,19,451,2.60E-244,849.7
Sample1.1078,abab:BJAB0715_03481,99.3,143,1,0,1,143,1,143,2.00E-76,290.4
Sample1.1079,abab:BJAB0715_03480,100,139,0,0,1,139,1,139,1.60E-70,270.8
Sample1.1080,acb:A1S_3123,100,288,0,0,1,288,1,288,1.40E-164,584.3
Sample1.1081,abad:ABD1_30090,97.3,300,8,0,1,300,1,300,3.40E-166,589.7
Sample1.1082,abad:ABD1_30080,95.7,94,4,0,1,94,1,94,1.70E-44,183.7
Sample1.1083,abad:ABD1_30070,99.3,276,2,0,1,276,1,276,5.90E-149,532.3
Sample1.1084,abab:BJAB0715_03474,99,689,7,0,1,689,1,689,0.00E+00,1316.2
Sample1.1085,abab:BJAB0715_03473,100,325,0,0,1,325,1,325,3.10E-189,666.4
Sample1.1086,abaa:IX88_00355,98.7,394,5,0,1,394,1,394,5.00E-218,762.3
Sample1.1087,abaj:BJAB0868_03362,99.8,420,1,0,1,420,1,420,4.50E-241,839
Sample1.1088,abaj:BJAB0868_03361,99.6,265,1,0,1,265,1,265,2.10E-151,540.4
Sample1.1089,abaa:IX88_00340,99.5,366,2,0,1,366,1,366,1.50E-208,730.7
Sample1.1090,abaa:IX88_00335,100,84,0,0,1,84,1,84,4.00E-40,169.1
Sample1.1091,abad:ABD1_29990,100,215,0,0,1,215,1,215,6.20E-122,442.2
Sample1.1092,abaa:IX88_00325,100,607,0,0,1,607,1,607,0.00E+00,1228.4
Sample1.1093,abaj:BJAB0868_03356,98.4,767,12,0,1,767,1,767,0.00E+00,1482.2
Sample1.1094,abz:ABZJ_03492,98.2,285,5,0,1,285,1,285,2.50E-155,553.5
Sample1.1095,abad:ABD1_29950,99.7,316,1,0,1,316,1,316,6.00E-190,668.7
Sample1.1096,abaa:IX88_00305,99.5,200,1,0,1,200,1,200,1.70E-110,404.1
Sample1.1097,abaa:IX88_00300,99.8,634,1,0,1,634,1,634,0.00E+00,1280.4
Sample1.1098,abaa:IX88_00295,100,276,0,0,1,276,1,276,2.20E-156,557
Sample1.1099,mpt:Mpe_A2918,58.8,449,160,5,2,431,73,515,1.10E-136,492.7
Sample1.1100,abad:ABD1_29890,99.3,276,2,0,1,276,1,276,3.80E-148,529.6
Sample1.1101,abaa:IX88_00275,100,258,0,0,1,258,1,258,3.90E-139,499.6
Sample1.1102,abaa:IX88_00270,100,226,0,0,1,226,1,226,8.00E-120,435.3
Sample1.1103,abaa:IX88_00265,100,197,0,0,1,197,17,213,1.00E-107,394.8
Sample1.1104,abaa:IX88_00260,98.9,95,1,0,1,95,1,95,4.20E-46,189.1
Sample1.1105,abaa:IX88_00255,100,337,0,0,1,337,1,337,5.80E-191,672.2
Sample1.1106,abaa:IX88_00250,99.5,193,1,0,1,193,1,193,1.20E-105,387.9
Sample1.1107,abaa:IX88_00245,99.2,133,1,0,1,133,1,133,9.30E-68,261.5
Sample1.1108,abaa:IX88_00240,100,211,0,0,1,211,1,211,3.50E-117,426.4
Sample1.1109,abb:ABBFA_000418,100,681,0,0,1,681,1,681,0.00E+00,1345.5
Sample1.1110,abab:BJAB0715_03445,100,271,0,0,1,271,1,271,9.80E-157,558.1
Sample1.1111,abau:IX87_12195,99.4,328,2,0,1,328,1,328,4.80E-190,669.1
Sample1.1112,abm:ABSDF0405,100,837,0,0,1,837,21,857,0.00E+00,1647.5
Sample1.1113,abaa:IX88_00215,100,290,0,0,1,290,1,290,2.80E-165,586.6
Sample1.1114,abaz:P795_1970,99.8,439,1,0,1,439,1,439,7.70E-244,848.2
Sample1.1115,abx:ABK1_3336,99.4,316,2,0,1,316,1,316,4.90E-184,649
Sample1.1116,abab:BJAB0715_03439,99.6,258,1,0,1,258,1,258,3.80E-142,509.6
Sample1.1117,abab:BJAB0715_03438,99.3,145,1,0,1,145,1,145,4.10E-77,292.7
Sample1.1118,abad:ABD1_29710,99.6,254,1,0,1,254,1,254,3.50E-140,503.1
Sample1.1119,abad:ABD1_29700,99.8,515,1,0,1,515,1,515,1.60E-288,996.9
Sample1.1120,abaz:P795_2000,100,396,0,0,1,396,1,396,1.80E-231,807
Sample1.1121,abaa:IX88_00175,100,242,0,0,1,242,1,242,2.40E-138,496.9
Sample1.1122,abz:ABZJ_03462,99.1,115,1,0,1,115,1,115,2.20E-57,226.9
Sample1.1123,abaa:IX88_00165,100,212,0,0,1,212,1,212,9.50E-115,418.3
Sample1.1124,abaa:IX88_00160,99.5,200,1,0,1,200,1,200,3.80E-105,386.3
Sample1.1125,abaa:IX88_00155,100,106,0,0,1,106,1,106,6.30E-51,205.3
Sample1.1126,abaa:IX88_00150,100,274,0,0,1,274,1,274,8.10E-159,565.1
Sample1.1127,abaa:IX88_00145,100,91,0,0,1,91,1,91,5.20E-46,188.7
Sample1.1128,abm:ABSDF0428,100,110,0,0,1,110,1,110,2.70E-52,209.9
Sample1.1129,abaa:IX88_00135,100,250,0,0,1,250,1,250,1.20E-137,494.6
Sample1.1130,abaa:IX88_00130,100,137,0,0,1,137,1,137,3.20E-71,273.1
Sample1.1131,abaa:IX88_00125,100,65,0,0,1,65,1,65,2.30E-27,126.3
Sample1.1132,abaa:IX88_00120,100,85,0,0,1,85,1,85,3.40E-39,166
Sample1.1133,abaa:IX88_00115,100,122,0,0,1,122,1,122,1.30E-60,237.7
Sample1.1134,abaa:IX88_00110,100,105,0,0,1,105,1,105,5.30E-50,202.2
Sample1.1135,abaa:IX88_00105,100,178,0,0,1,178,1,178,9.20E-95,351.7
Sample1.1136,abaa:IX88_00100,100,101,0,0,1,101,1,101,3.00E-50,203
Sample1.1137,abaa:IX88_00095,100,129,0,0,1,129,3,131,6.70E-63,245.4
Sample1.1138,abaa:IX88_00090,99.4,177,1,0,1,177,1,177,2.50E-92,343.6
Sample1.1139,abaa:IX88_00085,100,116,0,0,1,116,1,116,1.10E-56,224.6
Sample1.1140,abaa:IX88_00080,100,165,0,0,1,165,1,165,3.60E-85,319.7
Sample1.1141,abaa:IX88_00070,100,146,0,0,1,146,1,146,2.80E-73,280
Sample1.1142,abad:ABD1_29460,100,450,0,0,1,450,3,452,3.90E-251,872.5
Sample1.1143,abaa:IX88_00055,100,118,0,0,1,118,1,118,1.10E-59,234.6
Sample1.1144,abaa:IX88_00050,100,128,0,0,1,128,1,128,9.90E-67,258.1
Sample1.1145,abaa:IX88_00045,100,208,0,0,1,208,1,208,2.10E-111,407.1
Sample1.1146,abaa:IX88_00040,100,335,0,0,1,335,1,335,5.20E-184,649
Sample1.1147,abaa:IX88_00035,100,125,0,0,1,125,1,125,5.00E-63,245.7
Sample1.1148,abaa:IX88_18245,100,496,0,0,1,496,1,496,1.60E-290,1003.4
Sample1.1149,abaz:P795_2155,99.2,390,3,0,1,390,1,390,3.90E-223,779.2
Sample1.1150,abaa:IX88_18235,98.8,85,1,0,1,85,1,85,2.50E-42,176.4
Sample1.1151,abb:ABBFA_000462,98.4,129,2,0,1,129,1,129,7.60E-67,258.5
Sample1.1152,yli:YALI0E14388g,40.4,530,298,9,1,521,593,1113,2.50E-95,355.1
Sample1.1153,cbc:CbuK_2074,83.3,72,12,0,1,72,1,72,2.30E-26,123.2
Sample1.1154,abaa:IX88_17210,100,167,0,0,1,167,1,167,1.40E-92,344.4
Sample1.1155,abaa:IX88_17215,100,122,0,0,1,122,1,122,9.40E-67,258.1
Sample1.1156,abaj:BJAB0868_03097,99.3,302,2,0,1,302,1,302,7.80E-179,631.7
Sample1.1157,abaa:IX88_17230,100,377,0,0,1,377,1,377,1.60E-218,763.8
Sample1.1158,cbg:CbuG_2040,81.7,394,70,1,1,394,1,392,1.70E-186,657.5
Sample1.1159,abd:ABTW07_3280,98.7,683,9,0,1,683,1,683,0.00E+00,1261.1
Sample1.1160,abab:BJAB0715_03212,100,178,0,0,1,178,1,178,7.20E-100,368.6
Sample1.1161,abaa:IX88_17255,100,120,0,0,1,120,1,120,4.50E-61,239.2
Sample1.1162,abaa:IX88_17260,100,127,0,0,1,127,1,127,1.20E-64,251.1
Sample1.1163,abaa:IX88_17265,98.6,212,3,0,1,212,1,212,2.80E-114,416.8
Sample1.1164,abab:BJAB0715_03216,99.5,372,2,0,1,372,1,372,7.50E-200,701.8
Sample1.1165,abau:IX87_10970,99.9,1017,1,0,1,1017,16,1032,0.00E+00,1931.8
Sample1.1166,abaj:BJAB0868_03109,99.8,571,1,0,1,571,1,571,0.00E+00,1130.9
Sample1.1167,abaa:IX88_17285,100,92,0,0,1,92,22,113,1.10E-43,181
Sample1.1168,cbd:CBUD_2132,86.3,431,58,1,2,432,9,438,2.40E-221,773.5
Sample1.1169,abab:BJAB0715_02458,65.4,52,18,0,1,52,306,357,8.50E-13,77.8
Sample1.1170,abaa:IX88_12375,97.8,268,6,0,1,268,1,268,4.20E-152,542.7
Sample1.1171,cbu:CBU_2012,88.5,468,50,3,1,467,1,465,4.20E-224,782.7
Sample1.1172,abc:ACICU_02719,91.6,251,21,0,1,251,1,251,7.00E-141,505.4
Sample1.1173,abaa:IX88_12365,84.7,222,28,2,1,217,1,221,6.80E-100,369
Sample1.1174,abaa:IX88_12370,85.2,263,27,1,1,263,1,251,2.30E-134,483.8
Sample1.1175,abau:IX87_01970,99.1,221,2,0,1,221,1,221,1.00E-119,434.9
Sample1.1176,abaa:IX88_12360,97.9,374,8,0,1,374,1,374,8.30E-215,751.5
Sample1.1177,cbc:CbuK_1201,75.7,1141,274,3,3,1141,4,1143,0.00E+00,1726.8
Sample1.1178,cbc:CbuK_1319,75.1,393,98,0,1,393,30,422,2.50E-169,600.5
Sample1.1179,cbd:CBUD_2112,85.6,181,26,0,1,181,24,204,1.40E-79,301.2
Sample1.1180,cbc:CbuK_1320,82.5,669,116,1,2,669,3,671,0.00E+00,1097.8
Sample1.1181,ndi:NDAI_0G04090,42,452,257,4,3,450,458,908,2.20E-98,365.2
Sample1.1182,cbs:COXBURSA331_A0077,71.3,586,168,0,1,586,1,586,2.00E-247,860.5
Sample1.1183,clu:CLUG_04111,41,283,159,3,3,281,328,606,3.40E-51,207.6
Sample1.1184,mlr:MELLADRAFT_32353,94.9,136,7,0,1,136,1,136,3.40E-65,253.1
Sample1.1185,clu:CLUG_04111,40.9,193,108,3,1,189,439,629,4.30E-29,134
Sample1.1186,smp:SMAC_09794,42.3,274,158,0,136,409,211,484,1.60E-57,229.2
Sample1.1187,cbc:CbuK_0138,75.1,362,90,0,1,362,5,366,8.50E-156,555.4
Sample1.1188,cbd:CBUD_0071,65.9,182,62,0,7,188,5,186,2.60E-66,257.3
Sample1.1189,cbc:CbuK_0136,70.1,224,63,1,1,224,1,220,1.40E-84,318.2
Sample1.1190,tdl:TDEL_0C06480,46.3,123,57,4,69,185,457,576,8.00E-17,92.8
Sample1.1191,cbc:CbuK_0664,70.3,182,54,0,3,184,6,187,1.10E-69,268.5
Sample1.1192,cea:Z664_02270,69.6,102,31,0,1,102,1,102,1.10E-36,157.9
Sample1.1193,cbd:CBUD_0877,81.9,525,95,0,1,525,1,525,5.50E-257,892.1
Sample1.1194,cbd:CBUD_0876,66.7,339,112,1,1,338,12,350,1.90E-125,454.5
Sample1.1195,cgr:CAGL0G07183g2,51.8,193,93,0,2,194,539,731,2.60E-50,204.1
Sample1.1196,cgr:CAGL0G07183g2,46.8,222,117,1,144,364,502,723,2.60E-51,208.4
Sample1.1197,cbg:CbuG_1191,67.3,343,107,3,1,342,34,372,2.70E-127,460.7
Sample1.1198,cbc:CbuK_2110,67.9,430,137,1,1,430,1,429,2.30E-163,580.9
Sample1.1199,cbg:CbuG_1192,74.3,904,229,2,1,904,1,901,0.00E+00,1417.9
Sample1.1200,cbc:CbuK_1702,93.1,348,24,0,1,348,5,352,6.20E-180,635.6
Sample1.1201,cbc:CbuK_1701,80,275,55,0,3,277,12,286,2.90E-119,433.7
Sample1.1202,cbs:COXBURSA331_A1646,67.3,162,53,0,1,162,1,162,4.60E-61,239.6
Sample1.1203,yli:YALI0E14388g,42.7,415,233,3,9,418,568,982,2.60E-83,315.1
Sample1.1204,cbc:CbuK_0669,55.9,136,60,0,18,153,1,136,1.60E-34,151.4
Sample1.1205,cgr:CAGL0G07183g2,53.7,188,87,0,1,188,546,733,2.30E-51,207.6
Sample1.1206,abaz:P795_1415,100,102,0,0,1,102,1,102,5.10E-50,202.2
Sample1.1207,abab:BJAB0715_03555,100,372,0,0,1,372,1,372,1.20E-208,731.1
Sample1.1208,abaj:BJAB0868_03446,100,466,0,0,1,466,1,466,1.10E-264,917.5
Sample1.1209,abaj:BJAB0868_03447,99.8,499,1,0,1,499,1,499,1.70E-287,993.4
Sample1.1210,abaa:IX88_00770,100,610,0,0,1,610,1,610,0.00E+00,1207.6
Sample1.1211,abaa:IX88_00775,100,110,0,0,1,110,1,110,1.10E-53,214.5
Sample1.1212,abab:BJAB0715_03560,100,307,0,0,1,307,1,307,4.30E-169,599.4
Sample1.1213,abaa:IX88_00785,99.4,333,2,0,1,333,1,333,2.00E-191,673.7
Sample1.1214,abaa:IX88_00790,100,99,0,0,1,99,1,99,8.80E-47,191.4
Sample1.1215,abaa:IX88_00795,100,502,0,0,1,502,1,502,6.20E-298,1028.1
Sample1.1216,abad:ABD1_30930,100,472,0,0,1,472,1,472,7.20E-272,941.4
Sample1.1217,aby:ABAYE0275,100,294,0,0,1,294,26,319,1.10E-172,611.3
Sample1.1218,abaa:IX88_00835,99.7,315,1,0,1,315,1,315,2.40E-175,620.2
Sample1.1219,abaa:IX88_00840,100,99,0,0,1,99,14,112,1.30E-50,204.1
Sample1.1220,abaa:IX88_00845,100,318,0,0,1,318,1,318,1.00E-176,624.8
Sample1.1221,abaj:BJAB0868_03459,99.6,1052,4,0,1,1052,1,1052,0.00E+00,2004.6
Sample1.1222,abaj:BJAB0868_03460,99.3,402,3,0,1,402,1,402,1.30E-221,774.2
Sample1.1223,abaj:BJAB0868_03461,99.8,469,1,0,1,469,1,469,2.40E-259,899.8
Sample1.1224,abau:IX87_12945,99.1,108,1,0,1,108,23,130,1.60E-57,227.3
Sample1.1225,cbc:CbuK_0692,75.1,461,115,0,1,461,1,461,5.80E-202,709.1
Sample1.1226,abaj:BJAB0868_03464,99,205,2,0,1,205,1,205,1.40E-115,421
Sample1.1227,acc:BDGL_002685,97.3,110,3,0,16,125,1,110,2.00E-59,233.8
Sample1.1228,abc:ACICU_03416,90.4,230,22,0,1,230,1,230,5.10E-114,416
Sample1.1229,abm:ABSDF0260,98.6,140,2,0,1,140,1,140,2.00E-76,290.4
Sample1.1230,abaa:IX88_00885,100,540,0,0,1,540,14,553,0.00E+00,1081.2
Sample1.1231,abad:ABD1_31050,99.5,425,2,0,1,425,1,425,9.10E-242,841.3
Sample1.1232,abaa:IX88_00895,99.7,296,1,0,1,296,1,296,3.80E-162,576.2
Sample1.1233,abz:ABZJ_03615,99.9,732,1,0,1,732,1,732,0.00E+00,1415.2
Sample1.1234,abaa:IX88_00905,99.9,782,1,0,1,782,1,782,0.00E+00,1508.8
Sample1.1235,cbc:CbuK_0693,76.3,367,86,1,10,376,1,366,6.30E-162,575.9
Sample1.1236,abaa:IX88_00910,100,254,0,0,1,254,1,254,3.00E-139,500
Sample1.1237,abaa:IX88_00915,99.8,485,1,0,1,485,1,485,8.10E-279,964.5
Sample1.1238,abaa:IX88_00920,100,504,0,0,1,504,1,504,3.80E-287,992.3
Sample1.1239,abaa:IX88_00925,100,143,0,0,1,143,1,143,7.40E-79,298.5
Sample1.1240,ndi:NDAI_0G04090,41.2,451,245,4,47,493,448,882,1.60E-96,359
Sample1.1241,cbc:CbuK_0719,73,89,24,0,1,89,1,89,8.80E-30,134.8
Sample1.1242,cbc:CbuK_0720,79,696,146,0,1,696,1,696,0.00E+00,1097.8
Sample1.1243,cbc:CbuK_0726,76.7,541,126,0,1,541,1,541,8.60E-245,851.7
Sample1.1244,ndi:NDAI_0C01570,46.3,177,93,1,2,178,353,527,2.60E-41,174.1
Sample1.1245,cbc:CbuK_1775,77.4,261,59,0,24,284,1,261,6.70E-124,449.1
Sample1.1246,cbg:CbuG_1144,66.9,311,101,2,2,312,4,312,2.10E-116,424.5
Sample1.1247,cbc:CbuK_0724,79.4,579,119,0,1,579,8,586,2.40E-261,906.7
Sample1.1248,cbg:CbuG_1138,75.4,126,31,0,1,126,1,126,1.30E-45,188
Sample1.1249,smp:SMAC_09794,41.7,343,199,1,195,536,211,553,2.10E-70,272.3
Sample1.1250,cbc:CbuK_0732,81.4,70,13,0,4,73,3,72,3.80E-26,122.5
Sample1.1251,cbc:CbuK_0851,77.3,225,51,0,1,225,1,225,3.10E-100,370.2
Sample1.1252,cbg:CbuG_1018,67.5,246,74,4,5,247,21,263,2.30E-88,330.9
Sample1.1253,cbc:CbuK_0853,66.8,244,81,0,7,250,27,270,1.80E-88,331.3
Sample1.1254,cbd:CBUD_1066,75.2,351,87,0,1,351,1,351,5.20E-150,536.2
Sample1.1255,cbc:CbuK_0923,73.4,143,38,0,1,143,32,174,3.40E-60,236.5
Sample1.1256,cbc:CbuK_0734,82.4,68,12,0,1,68,1,68,1.00E-22,110.9
Sample1.1257,llo:LLO_1556,63.9,368,133,0,5,372,4,371,1.10E-131,475.3
Sample1.1258,cbc:CbuK_0929,76.5,81,19,0,1,81,1,81,6.80E-29,131.7
Sample1.1259,cbg:CbuG_0930,78,186,41,0,2,187,1,186,1.90E-82,310.8
Sample1.1260,cbc:CbuK_0944,73,111,29,1,1,111,1,110,2.20E-38,163.7
Sample1.1261,cbc:CbuK_0868,68.8,336,105,0,1,336,1,336,3.30E-133,480.3
Sample1.1262,cbs:COXBURSA331_A0966,81,384,73,0,23,406,1,384,1.10E-180,638.3
Sample1.1263,cbd:CBUD_1072,81.4,537,98,2,1,537,20,554,2.40E-255,886.7
Sample1.1264,cbc:CbuK_0863,64.3,255,90,1,1,254,1,255,4.20E-85,320.1
Sample1.1265,net:Neut_2288,59.8,107,40,2,5,110,7,111,2.00E-31,140.6
Sample1.1266,cbd:CBUD_1245,74.2,361,93,0,1,361,10,370,4.50E-157,559.7
Sample1.1267,cbc:CbuK_1011,75.4,114,28,0,1,114,1,114,1.30E-41,174.5
Sample1.1268,cbc:CbuK_1010,74.6,615,154,2,1,615,1,613,6.00E-258,895.6
Sample1.1269,cbd:CBUD_1238,77,304,70,0,1,304,1,304,6.30E-128,462.6
Sample1.1270,cbc:CbuK_1000,73.2,261,70,0,1,261,2,262,4.70E-111,406.4
Sample1.1271,cbs:COXBURSA331_A1083,80.2,490,97,0,1,490,1,490,9.10E-227,792.3
Sample1.1272,cbg:CbuG_1133,69.4,363,106,1,1,358,1,363,2.40E-142,510.8
Sample1.1273,cbg:CbuG_0173,76.1,895,213,1,1,894,8,902,0.00E+00,1365.9
Sample1.1274,cbd:CBUD_0022,74.6,523,132,1,1,523,1,522,3.40E-238,829.7
Sample1.1275,cbs:COXBURSA331_A2011,66.4,369,120,2,1,369,1,365,5.90E-136,489.6
Sample1.1276,cbc:CbuK_0737,59.7,77,31,0,1,77,1,77,1.50E-18,97.4
Sample1.1277,cbc:CbuK_0111,72.1,251,70,0,1,251,412,662,3.90E-99,366.7
Sample1.1278,cbc:CbuK_0111,70,407,119,3,4,409,7,411,1.70E-160,571.2
Sample1.1279,cbd:CBUD_0045,83,188,32,0,15,202,1,188,5.00E-89,332.8
Sample1.1280,cbc:CbuK_0113,67.9,321,103,0,1,321,1,321,1.50E-124,451.4
Sample1.1281,cbs:COXBURSA331_A1985,71.2,612,171,2,1,608,1,611,2.40E-248,863.6
Sample1.1282,cbc:CbuK_0322,77.1,293,66,1,2,294,15,306,1.40E-124,451.4
Sample1.1283,cbc:CbuK_0323,86.6,187,25,0,1,187,1,187,8.50E-91,338.6
Sample1.1284,cbc:CbuK_0329,85.3,537,76,2,1,537,1,534,1.50E-265,920.6
Sample1.1285,cbc:CbuK_0335,83.2,274,46,0,32,305,3,276,2.30E-130,470.7
Sample1.1286,cbc:CbuK_0336,83.8,426,67,2,1,425,1,425,2.80E-198,696.8
Sample1.1287,cbc:CbuK_0338,70.8,89,26,0,8,96,1,89,1.70E-29,134
Sample1.1288,cbc:CbuK_0339,84,257,41,0,1,257,1,257,3.80E-126,456.4
Sample1.1289,cbc:CbuK_0340,62.2,238,74,4,16,251,7,230,3.90E-75,287
Sample1.1290,cbc:CbuK_0582,75,256,63,1,1,256,17,271,2.40E-104,384
Sample1.1291,cbs:COXBURSA331_A1618,82.2,118,21,0,1,118,1,118,2.60E-53,213.4
Sample1.1292,cbd:CBUD_0442,77.7,264,59,0,1,264,33,296,1.20E-122,444.9
Sample1.1293,cbc:CbuK_0586,91.3,161,14,0,3,163,1,161,9.00E-84,315.1
Sample1.1294,cbd:CBUD_0547,75.2,226,56,0,1,226,1,226,1.70E-98,364.4
Sample1.1295,cbc:CbuK_0588,91.1,417,37,0,1,417,1,417,2.90E-232,809.7
Sample1.1296,cbc:CbuK_0589,79.2,173,36,0,1,173,1,173,2.20E-77,293.9
Sample1.1297,cbc:CbuK_0590,87,424,53,1,1,424,1,422,1.60E-225,787.3
Sample1.1298,cbc:CbuK_0592,70.2,795,217,5,1,784,1,786,0.00E+00,1135.6
Sample1.1299,cbc:CbuK_0593,82,339,61,0,3,341,1,339,2.80E-169,600.1
Sample1.1300,cbd:CBUD_0554,93.4,121,8,0,1,121,6,126,4.50E-61,239.2
Sample1.1301,cbc:CbuK_0595,72.6,201,55,0,1,201,1,201,1.80E-75,287.7
Sample1.1302,cbc:CbuK_0596,88.1,101,12,0,1,101,1,101,8.70E-42,174.9
Sample1.1303,cbd:CBUD_0557,80.9,644,120,3,1,643,11,652,7.20E-307,1058.1
Sample1.1304,cbc:CbuK_0598,80.4,506,99,0,1,506,1,506,2.10E-237,827
Sample1.1305,cbs:COXBURSA331_A1604,74.9,482,120,1,1,481,1,482,1.60E-205,721.1
Sample1.1306,cbd:CBUD_0561,60,155,58,3,23,175,1,153,1.90E-44,184.5
Sample1.1307,cbc:CbuK_0602,83.4,500,81,2,1,499,1,499,1.50E-227,794.3
Sample1.1308,cbu:CBU_1432,75.3,482,107,6,2,480,1,473,1.60E-194,684.5
Sample1.1309,cbd:CBUD_1596,80.2,252,50,0,1,252,1,252,3.80E-118,429.9
Sample1.1310,cbc:CbuK_1382,76.4,55,11,1,1,55,1,53,2.00E-14,83.2
Sample1.1311,cbd:CBUD_1408,75,124,30,1,1,123,1,124,1.50E-46,191
Sample1.1312,cbc:CbuK_1184,81.8,99,18,0,1,99,1,99,6.30E-40,168.7
Sample1.1313,cbs:COXBURSA331_A1473,66.2,792,266,1,1,790,1,792,0.00E+00,1067.8
Sample1.1314,cbc:CbuK_1186,72.9,329,88,1,1,329,1,328,2.10E-137,494.2
Sample1.1315,cbc:CbuK_1187,83.8,117,19,0,1,117,1,117,4.70E-47,192.6
Sample1.1316,cbc:CbuK_1191,81.1,640,120,1,28,667,8,646,3.90E-308,1062.4
Sample1.1317,cbd:CBUD_1229,72,681,188,3,1,680,10,688,5.50E-281,972.2
Sample1.1318,cbd:CBUD_1228,72.5,396,109,0,1,396,1,396,1.70E-165,587.8
Sample1.1319,cbc:CbuK_0995,55.6,117,52,0,1,117,1,117,2.00E-33,147.5
Sample1.1320,tmn:UCRPA7_8244,56.7,60,25,1,37,95,434,493,6.40E-13,79
Sample1.1321,aor:AOR_1_1018034,48.9,186,95,0,12,197,598,783,8.00E-47,192.6
Sample1.1322,cbs:COXBURSA331_A1430,85,1073,159,2,1,1071,1,1073,0.00E+00,1817.7
Sample1.1323,cbg:CbuG_0473,70.5,447,130,1,2,446,5,451,8.40E-177,625.5
Sample1.1324,cbd:CBUD_1371,72.8,382,103,1,2,383,19,399,1.00E-159,568.5
Sample1.1325,cbc:CbuK_1152,79.2,379,74,1,3,381,2,375,2.20E-178,630.6
Sample1.1326,cbg:CbuG_0718,87.3,654,81,1,4,657,5,656,0.00E+00,1118.2
Sample1.1327,cbd:CBUD_1381,62.3,199,75,0,4,202,10,208,1.20E-61,241.9
Sample1.1328,cbc:CbuK_0172,69.3,218,67,0,2,219,12,229,3.60E-80,303.5
Sample1.1329,cbd:CBUD_1333,62.4,173,64,1,4,175,56,228,1.30E-56,224.9
Sample1.1330,cbg:CbuG_0763,69.1,414,128,0,2,415,5,418,2.30E-165,587.4
Sample1.1331,cbc:CbuK_1106,72.7,439,119,1,20,458,1,438,2.20E-180,637.5
Sample1.1332,cbc:CbuK_1104,74.6,398,100,1,12,408,9,406,4.90E-168,596.3
Sample1.1333,cbc:CbuK_1232,69.7,436,123,2,1,436,1,427,3.90E-179,633.3
Sample1.1334,cbc:CbuK_1230,62.6,219,82,0,1,219,1,219,5.90E-75,286.2
Sample1.1335,cbu:CBU_1362,73.5,377,99,1,8,384,3,378,1.60E-152,544.7
Sample1.1336,cbd:CBUD_1448,86.7,480,64,0,1,480,5,484,1.50E-248,864
Sample1.1337,cbd:CBUD_0104,63.4,268,95,2,10,275,2,268,4.00E-89,333.6
Sample1.1338,cbc:CbuK_1221,82,244,44,0,18,261,1,244,8.70E-110,402.1
Sample1.1339,cbc:CbuK_1220,63.3,417,152,1,3,419,4,419,1.90E-154,551.2
Sample1.1340,cbc:CbuK_1219,73.6,405,107,0,1,405,1,405,1.90E-175,620.9
Sample1.1341,cbd:CBUD_0105,73.1,290,78,0,1,290,1,290,2.40E-121,440.7
Sample1.1342,psq:PUNSTDRAFT_22490,41.8,55,32,0,220,274,26,80,1.90E-06,58.9
Sample1.1343,cbd:CBUD_1892,72.9,461,125,0,10,470,8,468,5.80E-197,692.6
Sample1.1344,cbc:CbuK_0390,76.5,311,72,1,8,318,9,318,2.30E-136,490.7
Sample1.1345,cbs:COXBURSA331_A0292,68.8,468,146,0,1,468,111,578,2.90E-188,663.7
Sample1.1346,cbc:CbuK_0387,52,942,434,8,1,940,1,926,3.00E-285,986.9
Sample1.1347,cbc:CbuK_0385,73.7,410,107,1,9,418,9,417,1.00E-171,608.6
Sample1.1348,cbd:CBUD_1902,76,459,106,2,2,460,1,455,1.40E-200,704.5
Sample1.1349,cbu:CBU_1265,73.7,213,56,0,17,229,1,213,8.80E-85,318.9
Sample1.1350,cbc:CbuK_1127,86.3,313,43,0,7,319,3,315,1.40E-157,561.2
Sample1.1351,cbc:CbuK_1128,66.9,662,217,1,1,662,19,678,7.20E-278,961.8
Sample1.1352,cbd:CBUD_1354,77,161,37,0,1,161,1,161,1.40E-66,258.1
Sample1.1353,cbc:CbuK_0799,77.5,200,43,1,1,200,1,198,4.20E-88,329.7
Sample1.1354,cbc:CbuK_0175,61.7,180,69,0,1,180,3,182,7.40E-60,235.7
Sample1.1355,cbc:CbuK_0798,85.8,668,95,0,1,668,1,668,0.00E+00,1213.4
Sample1.1356,cbd:CBUD_1001,68.5,305,94,2,1,304,1,304,4.50E-121,439.9
Sample1.1357,cbc:CbuK_0175,77.3,97,22,0,4,100,219,315,2.10E-38,163.7
Sample1.1358,cbc:CbuK_0176,71.7,223,62,1,1,223,27,248,5.90E-83,312.8
Sample1.1359,cbc:CbuK_0178,76.1,134,32,0,1,134,6,139,3.60E-51,206.5
Sample1.1360,cbc:CbuK_1517,91.2,194,17,0,1,194,1,194,1.10E-97,361.7
