,kegg_code,organism,kingdom,lineage
T06161,bgz,Bradyrhizobium guangzhouense,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T06284,bsym,Bradyrhizobium symbiodeficiens,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T06368,bbet,Bradyrhizobium betae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T06898,barh,Bradyrhizobium arachidis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T06968,bvz,Bradyrhizobium vignae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T07520,bel,Bradyrhizobium elkanii,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T07756,bdg,Bradyrhizobium daqingense,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T07866,bsep,Bradyrhizobium septentrionale,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T07890,bqb,Bradyrhizobium quebecense,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T08500,bsei,Bradyrhizobium sediminis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T08665,bban,Bradyrhizobium barranii subsp. barranii,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T08760,bcan,Bradyrhizobium canariense,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T09096,baut,Bradyrhizobium brasilense 5G1B,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T09107,bbra,Bradyrhizobium brasilense CB627,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T09261,bgk,Bradyrhizobium genosp. L,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T09283,bcou,Bradyrhizobium commune,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T09303,bpah,Bradyrhizobium pachyrhizi,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T09324,bxn,Bradyrhizobium xenonodulans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T09605,bros,Bradyrhizobium roseum,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T09672,braz,Bradyrhizobium sp. C-145,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T10106,boy,Bradyrhizobium ontarionense,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T10244,bray,Bradyrhizobium sp. 62B,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T11002,brai,Bradyrhizobium sp. I71,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T11004,braa,Bradyrhizobium sp. Ash2021,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T11005,blup,Bradyrhizobium lupini,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T11253,bgea,Bradyrhizobium genosp. A,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T11254,bgep,Bradyrhizobium genosp. P,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T11383,bran,Bradyrhizobium sp. NDS-1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T11384,brab,Bradyrhizobium sp. BWA-3-5,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T11586,brar,Bradyrhizobium sp. RDM4,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bradyrhizobium
T00153,rpa,Rhodopseudomonas palustris CGA009,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T00321,rpb,Rhodopseudomonas palustris HaA2,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T00336,rpc,Rhodopseudomonas palustris BisB18,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T00345,rpd,Rhodopseudomonas palustris BisB5,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T00400,rpe,Rhodopseudomonas palustris BisA53,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T00722,rpt,Rhodopseudomonas palustris TIE-1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T01381,rpx,Rhodopseudomonas palustris DX-1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T07799,rbk,Rhodopseudomonas boonkerdii,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T10299,rhor,Rhodopseudomonas sp. P2A-2r,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T10316,rhol,Rhodopseudomonas sp. BAL398,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T11217,rhoe,Rhodopseudomonas sp. P1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodopseudomonas
T00276,nwi,Nitrobacter winogradskyi,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Nitrobacter
T00348,nha,Nitrobacter hamburgensis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Nitrobacter
T00783,oca,Afipia carboxidovorans OM5 (Mississippi),Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Afipia
T01617,ocg,Afipia carboxidovorans OM5 (Goettingen),Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Afipia
T01967,oco,Afipia carboxidovorans OM4,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Afipia
T08963,pcax,Afipia carboxydohydrogena,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Afipia
T05320,vgo,Variibacter gotjawalensis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Variibacter
T06738,trb,Tardiphaga robiniae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Tardiphaga
T09683,talz,Tardiphaga alba,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Tardiphaga
T10683,tard,Tardiphaga sp. 709,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Tardiphaga
T11090,tarv,Tardiphaga sp. vice154,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Tardiphaga
T04290,rhz,Rugositalea oryzae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rugositalea
T04483,bvv,Bosea vaviloviae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bosea
T09164,bves,Bosea vestrisii,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bosea
T04264,bop,Bosea sp. PAMC 26642,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bosea
T04462,bos,Bosea sp. RAC05,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bosea
T05753,boi,Bosea sp. Tri-49,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bosea
T06223,bof,Bosea sp. F3-2,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bosea
T09927,bow,Bosea sp. NBC_00550,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bosea
T10282,bose,Bosea sp. 685,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bosea
T00180,bhe,Bartonella henselae Houston-1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T03068,bhn,Bartonella henselae BM1374163,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T03309,bhs,Bartonella henselae BM1374165,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T00181,bqu,Bartonella quintana Toulouse,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T02294,bqr,Bartonella quintana RM-11,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T00456,bbk,Bartonella bacilliformis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T00636,btr,Bartonella tribocorum CIP 105476,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T03233,btx,Bartonella tribocorum BM1374166,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T00922,bgr,Bartonella grahamii,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T01394,bcd,Bartonella clarridgeiae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T02469,baus,Bartonella australis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T02470,bvn,Bartonella vinsonii subsp. berkhoffii,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T04086,banc,Bartonella ancashensis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T05086,bapi,Bartonella apis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T05113,bart,Bartonella sp. JB15,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T05185,bara,Bartonella sp. A1379B,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T05203,barw,Bartonella sp. WD16.2,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T05326,barr,Bartonella sp. Raccoon60,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T05463,baro,Bartonella sp. 1-1C,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T05552,barj,Bartonella sp. JB63,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T06159,bez,Bartonella elizabethae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T06421,barn,Bartonella krasnovii OE 1-1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T06581,bky,Bartonella kosoy,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T06670,bals,Bartonella alsatica,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T08323,btay,Bartonella taylorii,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T08469,bmac,Bartonella machadoae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T08485,bhar,Bartonella harrusi,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T08729,bapa,Bartonella apihabitans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T10346,bsch,Bartonella schoenbuchensis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Bartonella
T00581,xau,Xanthobacter versatilis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Xanthobacter
T07733,xdi,Xanthobacter dioxanivorans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Xanthobacter
T00609,azc,Azorhizobium caulinodans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Azorhizobium
T06785,star,Starkeya sp. ORNL1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Starkeya
T06193,lne,Labrys sp. KNU-23,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Labrys
T01258,sno,Ancylobacter novellus,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Ancylobacter
T06239,anc,Ancylobacter sp. TS-1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Ancylobacter
T06476,apra,Ancylobacter pratisalsi,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Ancylobacter
T08152,apol,Ancylobacter polymorphus,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Ancylobacter
T10434,aqi,Aquabacter sp. L1I39,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Aquabacter
T10934,ptaw,Pseudolabrys taiwanensis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Pseudolabrys
T00921,mea,Methylorubrum extorquens AM1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylorubrum
T00947,mdi,Methylorubrum extorquens DM4,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylorubrum
T00640,mex,Methylorubrum extorquens PA1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylorubrum
T00809,mch,Methylorubrum extorquens CM4,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylorubrum
T00760,mpo,Methylorubrum populi,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylorubrum
T04981,mza,Methylorubrum zatmanii,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylorubrum
T10720,metq,Methylorubrum sp. GM97,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylorubrum
T00674,mrd,Methylobacterium radiotolerans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T00679,met,Methylobacterium sp. 4-46,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T00839,mno,Methylobacterium nodulans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T03299,mor,Methylobacterium oryzae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T04283,meta,Methylobacterium sp. AMS5,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T04311,maqu,Methylobacterium aquaticum,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T04968,mphy,Methylobacterium phyllosphaerae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T05184,mee,Methylobacterium currus,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T05461,metd,Methylobacterium sp. DM1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T05508,metx,Methylobacterium sp. XJLW,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T05724,mets,Methylobacterium durans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T05919,meti,Methylobacterium radiodurans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T06344,mmes,Methylobacterium mesophilicum,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T06384,mtea,Methylobacterium terrae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T07581,mind,Methylobacterium indicum,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T08093,mog,Methylobacterium organophilum,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T08338,mtad,Methylobacterium tardum,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T10449,mecl,Methylobacterium sp. CLZ,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T10654,mfuj,Methylobacterium fujisawaense,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T10782,meni,Methylobacterium sp. NI91,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T10783,mens,Methylobacterium sp. NMS14P,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylobacterium
T05139,moc,Microvirga ossetica,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Microvirga
T05470,miv,Microvirga sp. 17 mud 1-3,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Microvirga
T06255,mico,Microvirga thermotolerans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Microvirga
T09145,mtez,Microvirga terrae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Microvirga
T09656,mld,Microvirga lotononidis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Microvirga
T00688,bid,Beijerinckia indica,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Beijerinckia
T00802,msl,Methylocella silvestris,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocella
T05970,mtun,Methylocella tundrae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocella
T05824,mlg,Methylovirgula ligni,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylovirgula
T11446,mehy,Methylovirgula sp. HY1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylovirgula
T08996,medk,Methylocapsa sp. D3K7,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocapsa
T11074,mpol,Methylocapsa polymorpha,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocapsa
T06029,bbar,Beijerinckiaceae bacterium RH AL1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;unclassified Beijerinckiaceae
T10676,bbai,Beijerinckiaceae bacterium MG08,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;unclassified Beijerinckiaceae
T06718,rhj,Rhodoblastus sp. SSC7,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodoblastus
T04040,chel,Chelatococcus sp. CO-6,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Chelatococcus
T04583,cdq,Chelatococcus daeguensis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Chelatococcus
T01265,hdn,Hyphomicrobium denitrificans ATCC 51888,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Hyphomicrobium
T02646,hdt,Hyphomicrobium denitrificans 1NES1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Hyphomicrobium
T01557,hmc,Hyphomicrobium sp. MC1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Hyphomicrobium
T02943,hni,Hyphomicrobium nitrativorans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Hyphomicrobium
T01353,rva,Rhodomicrobium vannielii,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodomicrobium
T09241,rlac,Rhodomicrobium lacus,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Rhodomicrobium
T03856,fil,Candidatus Filomicrobium marinum W,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Filomicrobium
T03857,fiy,Candidatus Filomicrobium marinum Y,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Filomicrobium
T03636,mcg,Methyloceanibacter caenitepidi,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methyloceanibacter
T06641,metg,Methyloligella sp. GL2,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methyloligella
T01645,phl,Pelagibacterium halotolerans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Pelagibacterium
T08676,pem,Pelagibacterium flavum,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Pelagibacterium
T11031,pnf,Pelagibacterium nitratireducens,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Pelagibacterium
T04003,deq,Devosia sp. H5989,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T05346,dei,Devosia sp. I507,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T06120,dea,Devosia ginsengisoli,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T07996,dsal,Devosia salina,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T08408,devo,Devosia sp. MC521,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T08915,dnp,Devosia neptuniae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T09885,doy,Devosia oryziradicis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T09886,drh,Devosia rhizoryzae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T09919,dag,Devosia algicola,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T09920,drp,Devosia rhodophyticola,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T10671,devd,Devosia sp. D6-9,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T10830,dri,Devosia rhizosphaerae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T11232,dpv,Devosia polycyclovorans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Devosia
T05588,mmyr,Maritalea myrionectae,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Maritalea
T06140,yti,Paradevosia tibetensis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Paradevosia
T09219,mhar,Mariluticola halotolerans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Mariluticola
T04109,bvr,Blastochloris viridis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Blastochloris
T05837,blag,Blastochloris tepida,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Blastochloris
T02324,msc,Methylocystis sp. SC2,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocystis
T04837,mbry,Methylocystis bryophila,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocystis
T05721,mros,Methylocystis rosea,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocystis
T06290,mhey,Methylocystis heyeri,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocystis
T06304,mpar,Methylocystis parvus,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocystis
T09113,miwa,Methylocystis iwaonis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocystis
T10237,mesz,Methylocystis sp. SB2,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocystis
T10963,meci,Methylocystis echinoides,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocystis
T11178,memc,Methylocystis sp. MJC1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylocystis
T05155,mtw,Methylosinus trichosporium,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylosinus
T09855,mecq,Methylosinus sp. C49,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylosinus
T11225,mspr,Methylosinus sporium,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Methylosinus
T07462,cmet,Chenggangzhangella methanolivorans,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Chenggangzhangella
T05766,pleo,Pleomorphomonas sp. SM30,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Pleomorphomonas
T05217,hdi,Hartmannibacter diazotrophicus,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Hartmannibacter
T03801,mey,Martelella endophytica,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Martelella
T04332,maad,Martelella sp. AD-3,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Martelella
T04757,mmed,Martelella mediterranea,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Martelella
T07693,mlut,Martelella lutilitoris,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Martelella
T04161,aua,Aureimonas sp. AU20,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Aureimonas
T06837,aala,Aureimonas sp. OT7,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Aureimonas
T07762,aalm,Aureimonas altamirensis,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Aureimonas
T08429,auz,Aureimonas sp. SA4125,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Aureimonas
T07802,aub,Aurantimonas sp. HBX-1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Aurantimonas
T08667,jie,Jiella pelagia,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Jiella
T09604,jav,Antarcticirhabdus aurantiaca,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Antarcticirhabdus
T00938,hci,Candidatus Hodgkinia cicadicola Dsem,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Hodgkinia
T03202,hct,Candidatus Hodgkinia cicadicola TETULN,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Hodgkinia
T03595,hcc,Candidatus Hodgkinia cicadicola TETUND1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Hodgkinia
T03596,hcd,Candidatus Hodgkinia cicadicola TETUND2,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Hodgkinia
T04701,thd,Candidatus Tokpelaia hoelldoblerii,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Tokpelaia
T04834,psin,Pseudorhodoplanes sinuspersici,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Pseudorhodoplanes
T06462,noh,Nordella sp. HKS 07,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Nordella
T07468,tso,Terrihabitans soli,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Terrihabitans
T04419,rbm,Rhizobiales bacterium NRL2,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;unclassified Rhizobiales
T05594,brn,Breoghania sp. L-A4,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Breoghania
T01669,psf,Pseudovibrio sp. FO-BEG1,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Pseudovibrio
T04214,pphr,Pannonibacter phragmitetus,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Pannonibacter
T04295,lap,Labrenzia sp. CP4,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Labrenzia
T04984,labr,Labrenzia sp. VG12,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Labrenzia
T06152,labp,Labrenzia sp. PHM005,Prokaryotes,Prokaryotes;Bacteria;Alphaproteobacteria;Labrenzia
